台区标识,日期,功率因数均值,功率因数标准差,三相不平衡均值,三相不平衡标准差,电压均值,电压标准差,电流均值,电流方差,负载率均值,负载率标准差,线损
1651044,20171109,97.85104167,2.973809103,0.687744792,0.288278683,232.7868056,5.60081525,0.123072917,0.119817214,0.0285925,0.027057231,0.244683908
1651044,20171110,93.93229167,10.71159316,0.541979167,0.288154031,232.7642361,5.678089477,0.271878472,0.232733535,0.05758625,0.043890192,0.49532567
1651044,20171111,81.425,13.35776927,0.415615625,0.222081315,231.353125,6.159471362,0.404302083,0.253148498,0.099534063,0.052033543,0.655764215
1651044,20171112,79.50729167,12.85007494,0.490853125,0.257445843,231.1947917,5.868312443,0.487548611,0.277370148,0.097333125,0.0516062,0.622616984
1651044,20171113,96.55729167,5.094477091,0.73483125,0.271969169,231.1388889,5.525510423,0.284166667,0.296203688,0.027097813,0.023254952,0.348625
1651044,20171114,97.88958333,2.783825275,0.677970833,0.294378568,231.3125,5.430806864,0.160065972,0.162344902,0.036145625,0.033558646,0.349212121
1651044,20171115,96.86041667,4.670016934,0.710635417,0.281208665,231.2416667,5.182938088,0.165020833,0.164306665,0.030990313,0.026816201,0.161087268
1651044,20171116,96.37291667,5.274515759,0.687027083,0.250267489,230.8170139,5.747990782,0.181565972,0.194201899,0.03950375,0.039803697,0.46914488
1651044,20171117,97.14895833,3.971381865,0.609428125,0.250491327,230.20625,6.05700603,0.226145833,0.221223836,0.012823438,0.014859878,0.404752604
1651044,20171118,95.86770833,5.81211907,0.711313542,0.2221817,230.7048611,5.492119732,0.180739583,0.192342138,0.02797625,0.019288319,0.109517974
1651044,20171119,96.16145833,4.944828312,0.542172917,0.207349833,230.9013889,4.991325616,0.198934028,0.199961383,0.051388438,0.04886413,0.434083333
1651044,20171120,96.07916667,8.422698952,0.523695833,0.204467852,229.7201389,5.194435857,0.53015625,0.415288245,0.069117813,0.05223945,0.510888444
1651044,20171121,77.26458333,9.944774373,0.380897917,0.070901108,227.7847222,5.045767195,0.580034722,0.321522526,0.155240313,0.056761265,0.672511273
1651044,20171122,81.784375,10.55031919,0.409703125,0.104781421,228.4333333,4.556870576,0.480902778,0.347834408,0.130489063,0.06881252,0.60355542
1651044,20171123,97.21458333,3.939701215,0.610475,0.240837276,230.2715278,5.119837009,0.440586806,0.40803695,0.056680625,0.057313038,0.375759392
1651044,20171124,98.29270833,2.485509874,0.587319792,0.242558775,229.8447917,5.170654438,0.271649306,0.289061434,0.049041563,0.039885429,0.390844156
1651044,20171125,98.36354167,2.354522235,0.626889583,0.220869998,230.3444444,4.868104493,0.22278125,0.202314655,0.04272125,0.037357271,0.228090172
1651044,20171126,97.34375,3.334348153,0.508978125,0.208332415,231.4260417,4.409512558,0.188177083,0.179748841,0.039987813,0.037164978,0.255100334
1651044,20171127,98.11770833,2.23718549,0.503640625,0.238403721,229.4645833,5.241527141,0.258194444,0.253057437,0.06363875,0.065044891,0.366562932
1651044,20171128,94.38645833,7.039999109,0.430922917,0.167595193,229.0284722,5.174358028,0.425833333,0.34128556,0.080705313,0.071317056,0.486052489
1651044,20171129,89.06458333,13.30159749,0.469941667,0.184749645,228.8524306,4.378109331,0.43959375,0.336641673,0.097235,0.054975969,0.490596677
1651044,20171130,98.30416667,2.415743358,0.584764583,0.236946431,229.98125,5.182716586,0.356458333,0.307205977,0.062858438,0.063181229,0.433572895
1651044,20171201,98.25833333,2.330399942,0.511369792,0.176266078,230.1590278,4.931459571,0.289607639,0.298879009,0.055347188,0.047323306,0.282547893
1651044,20171202,96.55625,4.572490489,0.402672917,0.133185771,229.8145833,4.535982203,0.263777778,0.209521659,0.053684375,0.022657476,0.077083333
1651044,20171203,96.64583333,4.402719724,0.48193125,0.162350321,230.4791667,4.584611564,0.299048611,0.199413648,0.070699063,0.055485134,0.211959171
1651044,20171204,97.08958333,3.187981309,0.441321875,0.224768052,230.2857639,4.6883172,0.353628472,0.290440478,0.072525625,0.052637659,0.290285126
1651044,20171205,98.53645833,2.550004893,0.612446875,0.241401959,229.9777778,5.22017247,0.340534722,0.297063836,0.063721563,0.059664444,0.301706037
1651044,20171206,96.86145833,3.359512917,0.458114583,0.162921656,230.121875,4.817009859,0.355996528,0.352075015,0.07871375,0.068436824,0.306082529
1651044,20171207,96.82083333,3.380640862,0.410801042,0.159490852,229.2604167,4.735639385,0.402590278,0.343216868,0.085728438,0.061262509,0.267156124
1651044,20171208,97.525,2.145732198,0.347969792,0.146238282,229.6017361,4.192440755,0.438836806,0.263709945,0.10282875,0.05861581,0.446664522
1651044,20171209,96.875,2.712087142,0.412570833,0.218616905,229.5427083,4.361656114,0.422347222,0.274446914,0.074849063,0.043520805,0.296228814
1651044,20171210,96.96770833,2.75958537,0.4451375,0.246244221,230.6708333,4.136161247,0.29878125,0.221000497,0.07443875,0.046276181,0.350802365
1651044,20171211,98.33541667,2.215568925,0.554183333,0.288446236,230.5690972,4.678821583,0.287628472,0.219438609,0.04591625,0.031536792,0.249772934
1651044,20171212,98.42291667,1.770268292,0.549477083,0.239320885,230.0770833,5.279273134,0.273465278,0.237569753,0.058980938,0.053259968,0.224014337
1651044,20171213,98.12916667,1.834786356,0.476771875,0.227737859,230.45,4.391737824,0.279958333,0.242265046,0.058354063,0.042672306,0.243564714
1651044,20171214,96.93020833,3.498276951,0.571208333,0.247171307,230.1298611,4.982965146,0.216944444,0.187531526,0.032542813,0.018372887,-0.2065
1651044,20171215,97.74270833,2.265030573,0.596295833,0.207350379,230.1131944,5.044458546,0.167725694,0.101699573,0.033805313,0.014212843,-0.026069182
1651044,20171216,96.93020833,2.736867118,0.453036458,0.184404602,230.490625,4.493113824,0.217899306,0.148193334,0.05444375,0.032674386,0.325476735
1651044,20171217,97.76979167,2.165165496,0.557655208,0.231204283,230.4427083,4.785744415,0.308625,0.243558283,0.068106563,0.058020864,0.374686127
1651044,20171218,98.33541667,1.593017261,0.514014583,0.201630031,229.528125,5.370463909,0.313149306,0.249926438,0.059122813,0.030685777,0.17832244
1651044,20171219,98.41354167,1.541145393,0.539045833,0.219006617,229.6371528,5.083590316,0.298243056,0.216273594,0.065147813,0.054879554,0.297467949
1651044,20171220,97.64375,2.413538744,0.514128125,0.192947245,228.928125,5.16765521,0.323159722,0.267939674,0.073420313,0.058722927,0.315530973
1651044,20171221,98.17395833,1.764891686,0.474117708,0.217432945,229.5100694,4.809691027,0.3209375,0.257577273,0.058877188,0.042678126,0.244312455
1651044,20171222,98.83229167,1.648831328,0.585646875,0.25318156,229.3097222,5.066040524,0.213298611,0.188708773,0.036484375,0.018758705,0.14852768
1651044,20171223,98.12291667,1.981501912,0.5226375,0.235048098,230.5309028,4.522188724,0.227295139,0.179583507,0.0542125,0.04630958,0.442017955
1651044,20171224,97.521875,2.721182461,0.511978125,0.200031645,231.3961806,4.179383011,0.290795139,0.272057725,0.05971,0.052678527,0.38024055
1651044,20171225,97.72083333,2.16207446,0.4781375,0.213341692,230.309375,5.071072881,0.289944444,0.230616829,0.05669875,0.031125457,0.462956488
