日期,功率因数均值,功率因数标准差,三相不平衡均值,三相不平衡标准差,电压均值,电压标准差,电流均值,电流方差,负载率均值,负载率标准差,线损
2017-07-01,96.06875,2.626004272,0.718808333,0.155236744,232.58958330000002,7.75432423,1.087951389,1.1081007170000001,0.21954930600000003,0.08550145199999999,0.25461039
2017-07-02,96.17395833,2.9309854989999997,0.696059375,0.140728075,230.9090278,11.30624467,0.843958333,0.551369266,0.18663611100000002,0.07793974599999999,0.290408805
2017-07-03,97.175,2.755600358,0.665595833,0.19287865199999998,232.1791667,6.9586215010000005,0.8611111109999999,0.91618069,0.19864236100000002,0.08959579,0.245133381
2017-07-04,96.64574468,3.023301876,0.68741383,0.157166779,234.28881119999997,4.753557444,0.803014184,0.574476598,0.182356383,0.075325945,0.263022508
2017-07-05,97.66770833,1.846928463,0.6854375,0.134307541,235.04756940000001,5.383403734,0.8458611109999999,0.60508839,0.190271875,0.077472061,0.24077315800000001
2017-07-06,96.03229167,3.534369781,0.6205739579999999,0.160840241,232.4756944,6.262384912999999,0.892933798,0.774886045,0.215045139,0.11144071300000001,0.224211938
2017-07-07,94.971875,4.910059893,0.644223958,0.156857072,234.12916669999998,5.62133677,1.149097222,1.173996547,0.250202431,0.114536977,0.227489565
2017-07-08,95.36458333,3.4980047639999996,0.573196875,0.159945124,231.4892361,6.397068728,1.223875,0.858273945,0.289421875,0.141720965,0.190110442
2017-07-09,95.85652174,2.707208748,0.629186957,0.167564188,232.9149606,5.210914934,0.858921429,0.7919879740000001,0.207919928,0.08639064800000001,0.250442478
2017-07-10,95.753125,2.7106638610000005,0.726509375,0.13604043400000002,233.0381944,5.399080381,1.068309028,0.989161306,0.222406944,0.09204382800000001,0.238221934
2017-07-11,95.05104167,3.8273139730000003,0.700541667,0.177228601,232.384375,6.226221346,1.0991041670000001,0.84105544,0.251915278,0.119482622,0.2271206
2017-07-12,95.22083333,2.9503501439999997,0.671628125,0.16419146699999998,235.55694440000002,6.385934552,3.772211806,6.139910845,0.23711006899999998,0.085499249,0.252923077
2017-07-13,94.5625,3.23416817,0.600266667,0.160623771,233.7236111,6.226154357,3.702375,6.298950625,0.243446528,0.10103847199999999,0.252116875
2017-07-14,94.73854167,4.166692578,0.64686875,0.176165027,234.928125,6.863829862,1.230538194,0.771835897,0.267914583,0.116765899,0.239744302
2017-07-15,94.73404255,3.994532252,0.695470213,0.17179650800000001,232.3576923,5.235508831000001,1.154760563,0.972052301,0.262707801,0.111438254,0.23552036199999998
2017-07-16,95.26041667,3.822942779,0.696817708,0.162196278,233.8048611,5.696152818,1.146134752,1.121032182,0.283953472,0.11637937400000001,0.223493045
2017-07-17,95.82708333,3.380689007,0.68725625,0.159101372,233.2340278,5.593692667999999,1.226614583,0.877880505,0.276616319,0.11930121699999999,0.225025747
2017-07-18,96.14895833,3.334228884,0.70418125,0.164402988,233.42743059999998,6.187990524,1.325670139,1.115041631,0.288135417,0.10386423800000001,0.22590775300000002
2017-07-19,95.20416667,3.50252637,0.716809375,0.15627322800000001,233.68923610000002,6.624343949,1.2937361109999999,1.1959606409999999,0.280819792,0.106096126,0.23972602699999998
2017-07-20,95.37291667,3.26842467,0.640836458,0.15527672,239.7045139,9.836553874,1.123267361,0.879463442,0.273735764,0.09587158400000001,0.240625
2017-07-21,94.98125,3.9534877139999995,0.674851042,0.150240552,236.3208333,5.917222685,1.541902778,2.449182692,0.27548125,0.109181402,0.227334025
2017-07-22,95.359375,3.573034953,0.788509375,0.115168834,231.0305147,9.55432931,1.1086076390000001,1.2209913079999999,0.253795139,0.105189142,0.244294547
2017-07-23,95.70208333,3.127365077,0.762948958,0.138778065,230.53055559999999,9.08922804,1.089329861,0.87526534,0.24340798600000002,0.095557616,0.234953162
2017-07-24,95.80625,3.32828198,0.618820833,0.136483746,230.3642361,8.478461607,0.8444548609999999,0.894034542,0.245337847,0.10341544,0.211953353
2017-07-25,97.003125,2.0890813930000003,0.627261458,0.14540546599999998,235.4684028,6.611338762000001,0.842972222,0.947646221,0.23708611100000002,0.11100056300000001,0.216696805
2017-07-26,96.77708333,3.015946478,0.608047917,0.153249073,233.68819440000001,8.274584553,1.101545139,0.809689883,0.237765625,0.09580693800000001,0.20929814
2017-07-27,97.96458333,1.89043531,0.766159375,0.13282885,230.9461806,10.62818511,1.3366770829999999,1.328744137,0.262576042,0.120447027,0.19654427600000002
2017-07-28,97.93333333,1.5722639369999998,0.7878635420000001,0.09958405099999999,235.7152778,8.253335348,5.860711027000001,14.48939657,0.246870833,0.110850659,0.208944028
2017-07-29,97.04324324,1.954971561,0.7418602740000001,0.132693772,233.16541349999997,6.861585835,1.268469136,1.253183746,0.251502252,0.130036373,0.24446952600000002
2017-07-30,96.33854167,2.73131416,0.752423958,0.149288848,231.3661654,8.328462722000001,3.4441721610000005,3.888472471,0.220739236,0.08787343199999999,0.24781759
2017-07-31,96.07083333,3.080141929,0.7366645829999999,0.149810094,232.33472220000002,6.753109566,2.149381944,2.886640223,0.208136458,0.09418448199999999,0.269054054
2017-08-01,96.8125,2.961743926,0.74615625,0.107265116,234.47048610000002,6.18485469,5.344559028,8.966302746,0.21586770800000002,0.083443205,0.237078652
2017-08-02,97.09791667,2.116058599,0.757179167,0.148062454,233.54513889999998,6.498737376,1.754409722,2.666402415,0.23988298600000002,0.119427663,0.218850987
2017-08-03,96.44791667,2.699150297,0.6381989579999999,0.173854405,231.8921429,20.846493600000002,1.080277778,0.774785664,0.239413889,0.091997856,0.232177616
2017-08-04,97.003125,2.433124411,0.822329167,0.094459031,235.83745580000001,15.16260079,5.56097561,8.56506559,0.241496875,0.101596125,0.22290303399999997
2017-08-05,97.04895833,2.567870177,0.7617375,0.13648268300000002,232.1829861,9.14819097,1.464631944,1.669274446,0.22572361100000002,0.09386050300000001,0.219889841
2017-08-06,97.03229167,2.417750969,0.586354167,0.166694739,231.7170732,9.787089971,4.141135417,6.2222626110000006,0.227833681,0.08852108,0.216825397
2017-08-07,98.13229167,1.576090548,0.574797917,0.18273935600000002,233.6381944,9.319398052999999,1.2101631940000002,1.268603959,0.237246875,0.11262279300000001,0.204944085
2017-08-08,98.04210526,1.354841529,0.613671053,0.237047151,235.29514930000002,7.636842087000001,0.941416667,0.725332427,0.216575877,0.091440097,0.23341483300000002
2017-08-09,97.88631579,1.9177075419999998,0.763081053,0.130759627,236.08913859999998,7.159535299,2.224599303,3.2215221960000004,0.227824912,0.10468059099999999,0.236030341
