日期,功率因数均值,功率因数标准差,三相不平衡均值,三相不平衡标准差,电压均值,电压标准差,电流均值,电流方差,负载率均值,负载率标准差,线损
2017-07-01,98.44895833,2.157399804,0.952247917,0.068252794,230.8904594,16.07462766,4.739778169,5.5345058929999995,0.053898333,0.045092705999999996,0.16526217199999998
2017-07-02,96.565625,4.188049171,0.931028125,0.135512684,230.8003534,16.17509864,4.807815972,5.758509772000001,0.06289975,0.043012704000000006,0.188426907
2017-07-03,96.12604167,4.748601654,0.95904375,0.067790936,232.0746528,8.383313652,4.34035689,4.701021968,0.050084208,0.037059182,0.203077952
2017-07-04,97.803125,3.853906382,0.963996875,0.065316101,232.44652779999998,7.396075472000001,3.6936736110000004,4.563266706,0.048957521,0.037501519,0.167710508
2017-07-05,99.66875,0.61123381,0.956538542,0.060282395,233.3916667,6.218090766,3.5780138889999997,4.03299003,0.049148979,0.028504457,0.167248545
2017-07-06,98.66770833,2.032265505,0.948614583,0.055642267,232.1729167,5.806889093,3.007409722,4.486697885,0.040015208,0.039656105,0.193205502
2017-07-07,97.940625,3.133906578,0.923989583,0.094365474,232.44652779999998,6.92225089,3.386364583,4.862997645,0.04514525,0.036521173999999997,0.19612590800000002
2017-07-08,96.675,4.896618731,0.9167375,0.11476616699999999,232.90451389999998,6.092528476,3.6176180560000004,4.916233492,0.049367375,0.04082353,0.213330988
2017-07-09,97.53229167,3.390104927,0.904842708,0.10432056599999999,232.6409722,5.801722842999999,4.014809028,5.187720073,0.053797646,0.042950804,0.18874486199999999
2017-07-11,97.946875,2.518471474,0.9366395829999999,0.08827808,231.9871528,8.172205279,3.69140625,4.999408415,0.049130063,0.04048482,0.163481229
2017-07-12,98.34791667,2.563769164,0.8944,0.12542214,233.0888889,6.424206729,3.503059028,4.78343972,0.046564457999999996,0.034940401,0.152599119
2017-07-13,98.640625,3.144823065,0.941953125,0.10432278,232.11840279999998,7.89720249,4.249489583,5.504561648999999,0.058323812999999995,0.046176947,0.172623461
2017-07-14,99.21770833,1.244487411,0.936335417,0.10785514,231.91770830000002,7.386596271,4.07984375,4.497510417,0.054065625,0.031033347000000003,0.17729083699999998
2017-07-15,98.11666667,3.370140534,0.832001042,0.18541697399999998,232.8621528,6.173075911000001,3.067875,4.246729827,0.046629854000000005,0.038880386,0.24116387
2017-07-16,98.89583333,2.169385314,0.805791667,0.20155018600000002,233.1371528,6.727914606000001,6.61971875,7.996416328,0.046522333,0.036680723,0.195358877
2017-07-17,98.29583333,2.0566921590000002,0.9344479170000001,0.08640402300000001,232.3746528,6.494748136,3.874621528,4.625643173,0.048210438,0.034838402000000004,0.14081312199999999
2017-07-18,99.053125,1.499163178,0.884323958,0.13169961300000002,233.4371528,6.4335417889999995,3.127045139,3.57790495,0.04211525,0.02635303,0.19154982899999998
