日期,功率因数均值,功率因数标准差,三相不平衡均值,三相不平衡标准差,电压均值,电压标准差,电流均值,电流方差,负载率均值,负载率标准差,线损
2017-07-01,89.62395833,10.32000227,0.632967708,0.281614715,234.46319440000002,4.724165806999999,0.13359375,0.165857907,0.028039375,0.033808432,0.025045788
2017-07-02,93.59791667,6.565439487000001,0.65364375,0.29544553,235.4375,4.81404737,0.125256944,0.126452684,0.02582875,0.02494637,0.018452381
2017-07-03,89.50625,8.681599465,0.625032292,0.296295271,233.6947917,6.312334207999999,0.143760417,0.146407755,0.030365938,0.029961106,0.12375969
2017-07-04,93.44166667,6.124245985,0.658555208,0.28322591199999997,233.91805559999997,5.639132281,0.15169097199999998,0.16300325400000001,0.031149688,0.032169698,0.162159091
2017-07-05,91.30416667,8.021571395,0.6403385420000001,0.260150773,234.86597220000002,4.697312518,0.14785416699999998,0.15918027699999998,0.030867500000000003,0.031835529,-0.027488687999999997
2017-07-06,93.01354167,7.376406925,0.647516667,0.292366658,235.2847222,4.4642067139999995,0.10967708300000001,0.13314785199999998,0.022625937999999998,0.02575334,0.09442800800000001
2017-07-07,91.69479167,8.325192312,0.60921875,0.32032316,234.53645830000002,3.9992825689999996,0.11455208300000001,0.12687717199999998,0.023421875,0.024594299,0.129606625
2017-07-08,92.64270833,5.735193705,0.63734375,0.282549662,233.87569440000001,4.834191683999999,0.12409027800000001,0.133798118,0.025641563,0.026143624,0.06428571400000001
2017-07-09,92.60833333,7.335170224,0.6540083329999999,0.26242484,235.4673611,3.80168694,0.10080902800000001,0.100300598,0.021268437999999997,0.023776112999999998,0.028145695
2017-07-10,89.13854167,9.32896888,0.665948958,0.234074127,234.5652778,4.480704301,0.09189236099999999,0.097108825,0.018380313,0.013984776,-0.28831967199999997
2017-07-11,90.63333333,8.97529789,0.631215625,0.27431217399999996,233.79618059999999,4.442888277,0.12224652800000001,0.129539616,0.026599063,0.027678708,0.10071912
2017-07-12,89.72083333,8.688964705,0.582670833,0.245918255,233.8402778,4.645597071,0.124100694,0.135626736,0.023553438,0.022713003,-0.045063694
2017-07-13,91.19895833,8.785185148,0.600653125,0.276649631,232.6670139,4.223469739,0.10814583300000001,0.10272235199999999,0.024849062999999998,0.024096608999999998,0.156693989
2017-07-14,88.71979167,9.471741082000001,0.635865625,0.246454538,231.82256940000002,4.265968082,0.10166666699999999,0.104064583,0.017410938,0.012629089,-0.432399425
2017-07-15,91.02291667,9.325429828999999,0.7280458329999999,0.17656698699999998,232.1173611,4.23507723,0.071399306,0.06162558,0.011785313,0.00722117,-0.785441767
2017-07-16,91.15833333,7.92917433,0.638979167,0.233236501,231.6708333,3.779805165,0.09627777800000001,0.114133538,0.025135937999999997,0.027478496,0.12215799599999999
2017-07-17,94.02291667,5.649806029,0.621317708,0.226492508,230.3291667,4.71226053,0.123357639,0.139426531,0.025804688,0.023920152000000004,0.256944444
2017-07-18,90.2,6.907936257,0.56846875,0.25565257,230.15625,4.611997018,0.130673611,0.127702227,0.026822187999999997,0.024514942999999997,0.168838652
2017-07-19,91.21875,8.667267357,0.61908125,0.260021228,230.3940972,4.166324972,0.11621875,0.11864028900000001,0.020825,0.02036896,0.052628635
2017-07-20,85.55520833,10.64976398,0.600652083,0.216144565,230.95833330000002,3.899367826,0.09322916699999999,0.09376653300000001,0.017117813,0.012568348,-0.348873874
2017-07-21,87.571875,8.368190056,0.538603125,0.24129899600000002,230.5125,4.40128414,0.124864583,0.11559192,0.025204688,0.020709603,0.013128492
2017-07-22,90.39895833,7.841296858,0.609223958,0.265040797,232.0395833,4.393907062,0.121534722,0.115984548,0.025731563,0.025343922,-0.005185185
2017-07-23,92.19479167,5.9466091489999995,0.58131875,0.24229619800000002,231.41284720000002,4.300808413,0.171697917,0.195192504,0.031475625,0.031199162000000003,0.061210762
2017-07-24,90.67395833,6.119287213,0.603867708,0.217135649,231.31875,4.5034087210000004,0.17231597199999998,0.18189844,0.038933125,0.042243274000000004,0.19109414800000002
2017-07-25,88.36770833,8.262648067,0.530286458,0.217202927,231.2753472,4.151846546,0.166114583,0.190180426,0.035209687999999996,0.039646341,0.29215076100000004
2017-07-26,89.41354167,9.051330701,0.5745447920000001,0.24018169,233.29756940000001,3.9625102080000003,0.16881597199999998,0.18579102,0.03583875,0.03710445,0.293954918
2017-07-27,88.690625,9.1030567,0.605234375,0.241224722,234.5541667,3.963424358,0.223013889,0.251701708,0.030585,0.035046606,0.173395931
2017-07-28,84.46770833,12.37225133,0.5315791670000001,0.228024473,233.8017361,4.562493962,0.23659375,0.226059108,0.063669063,0.053158573,0.365308642
2017-07-29,79.90729167,13.98263987,0.47151666700000006,0.20137342800000002,231.0875,4.61251882,0.3070625,0.260369602,0.089338125,0.059429602000000005,0.470208729
2017-07-30,89.90104167,8.750624916,0.61946875,0.24186337,233.8784722,4.788595583999999,0.263649306,0.31381970000000003,0.027894062999999997,0.030010397999999997,0.179007937
2017-07-31,89.96041667,7.279773336,0.610392708,0.283133366,232.5756944,5.619420029,0.11506597199999999,0.12467852800000001,0.019180625,0.016889408999999998,-0.234043928
2017-08-01,91.125,8.411871571,0.65175625,0.251212872,233.8569444,4.727720451000001,0.113170139,0.115527033,0.028058437999999998,0.029270115,-0.116324786
2017-08-02,88.62916667,11.76687544,0.659561458,0.269566184,233.51875,4.613122417,0.11273263900000001,0.12420235,0.018648438,0.01641007,-0.37258953200000006
2017-08-03,90.728125,7.676325932,0.608821875,0.257629289,233.0829861,4.687641343,0.122375,0.121190356,0.030088125,0.030283947000000002,0.101929392
2017-08-04,91.16041667,6.887889117,0.6222895829999999,0.264626615,232.3517361,5.597574851,0.14634375,0.180305422,0.025765625,0.026179119,0.14964539
2017-08-05,92.36041667,6.539917162999999,0.6562052079999999,0.246142329,232.521875,5.224465745,0.15680902800000002,0.17312375600000002,0.035014063,0.037824099,0.175034153
2017-08-06,92.12916667,8.63151827,0.605685417,0.232255396,233.821875,4.535122268,0.155409722,0.163395393,0.03033625,0.032363045,0.009858631
2017-08-07,91.31145833,8.668187404,0.574683333,0.20600614899999997,234.19409720000002,4.2169383830000005,0.166458333,0.17135215399999998,0.039525313,0.038972872,-0.195878136
